event_id,user_id,session_id,timestamp,query_text,query_length,search_variant,result_count,latency_ms,top_result_similarity_score
SU00509_5_SESS_U00509_5_0_0,U00509,SESS_U00509_5_0,2026-06-06 09:29:00,cookware set under 50 dollars,5,ai_semantic,8,236.3,0.6148999929428101
SU00511_5_SESS_U00511_5_0_0,U00511,SESS_U00511_5_0,2026-06-06 07:14:00,weatherproof headlamp,2,legacy,8,50.2,0.5139
SU00513_5_SESS_U00513_5_0_0,U00513,SESS_U00513_5_0,2026-06-06 17:37:00,gift keychain,2,ai_semantic,8,160.7,0.6830999851226807
SU00517_5_SESS_U00517_5_0_0,U00517,SESS_U00517_5_0,2026-06-06 18:04:00,insulated sleeping bag for the office,6,legacy,8,96.7,0.5575
SU00528_5_SESS_U00528_5_0_0,U00528,SESS_U00528_5_0,2026-06-06 21:30:00,waterproof running shoes for gym,5,legacy,8,105.9,0.5803
SU00528_5_SESS_U00528_5_0_1,U00528,SESS_U00528_5_0,2026-06-06 22:52:00,somthing for tarvel,3,legacy,8,92.8,0.5671
SU00534_5_SESS_U00534_5_0_0,U00534,SESS_U00534_5_0,2026-06-06 13:42:00,mug personlaized,2,ai_semantic,8,215.8,0.49869999289512634
SU00534_5_SESS_U00534_5_1_0,U00534,SESS_U00534_5_1,2026-06-06 10:48:00,tent,1,ai_semantic,8,183.9,0.6639999747276306
SU00537_5_SESS_U00537_5_0_0,U00537,SESS_U00537_5_0,2026-06-06 14:20:00,gift sweater,2,legacy,8,100.2,0.5819
SU00537_5_SESS_U00537_5_0_1,U00537,SESS_U00537_5_0,2026-06-06 16:58:00,portable power bank,3,legacy,8,110.4,0.5693
SU00537_5_SESS_U00537_5_0_2,U00537,SESS_U00537_5_0,2026-06-06 20:48:00,somthing for gym,3,legacy,8,57.9,0.5934
SU00540_5_SESS_U00540_5_0_0,U00540,SESS_U00540_5_0,2026-06-06 16:15:00,cehap jacket,2,legacy,6,63.6,0.5958
SU00542_5_SESS_U00542_5_0_0,U00542,SESS_U00542_5_0,2026-06-06 13:51:00,speaker,1,ai_semantic,8,196.3,0.6450999975204468
SU00545_5_SESS_U00545_5_0_0,U00545,SESS_U00545_5_0,2026-06-06 20:29:00,somthing for rain,3,ai_semantic,8,181.8,0.5149999856948853
SU00545_5_SESS_U00545_5_1_0,U00545,SESS_U00545_5_1,2026-06-06 09:52:00,best hoodie for travel,4,ai_semantic,8,206.9,0.6502000093460083
SU00546_5_SESS_U00546_5_0_0,U00546,SESS_U00546_5_0,2026-06-06 08:41:00,somthing for the office,4,legacy,8,127.9,0.5385
SU00546_5_SESS_U00546_5_0_1,U00546,SESS_U00546_5_0,2026-06-06 22:13:00,cookware set under 50 dollars,5,legacy,8,79.4,0.5935
SU00549_5_SESS_U00549_5_0_0,U00549,SESS_U00549_5_0,2026-06-06 15:25:00,desk ornament under 50 dollars,5,ai_semantic,8,227.3,0.6687999963760376
SU00556_5_SESS_U00556_5_0_0,U00556,SESS_U00556_5_0,2026-06-06 07:54:00,webcam compcat,2,ai_semantic,8,188.8,0.6071000099182129
SU00560_5_SESS_U00560_5_0_0,U00560,SESS_U00560_5_0,2026-06-06 17:55:00,sweater,1,ai_semantic,8,206.0,0.7430999875068665
SU00561_5_SESS_U00561_5_0_0,U00561,SESS_U00561_5_0,2026-06-06 21:44:00,gift cooler,2,ai_semantic,8,172.5,0.6295999884605408
SU00563_5_SESS_U00563_5_0_0,U00563,SESS_U00563_5_0,2026-06-06 10:53:00,cheap sneakers,2,ai_semantic,8,142.3,0.6583999991416931
SU00564_5_SESS_U00564_5_0_0,U00564,SESS_U00564_5_0,2026-06-06 14:17:00,gift sandals,2,legacy,8,78.5,0.5985
SU00564_5_SESS_U00564_5_0_1,U00564,SESS_U00564_5_0,2026-06-06 18:34:00,breathable sneakers,2,legacy,8,96.1,0.5433
SU00564_5_SESS_U00564_5_1_0,U00564,SESS_U00564_5_1,2026-06-06 10:19:00,mug,1,legacy,6,110.1,0.5986
SU00565_5_SESS_U00565_5_0_0,U00565,SESS_U00565_5_0,2026-06-06 17:14:00,cmap stove inuslated,3,ai_semantic,8,146.9,0.43790000677108765
SU00568_5_SESS_U00568_5_0_0,U00568,SESS_U00568_5_0,2026-06-06 16:43:00,stainless steel air fryer,4,ai_semantic,8,112.0,0.9128999710083008
SU00568_5_SESS_U00568_5_0_1,U00568,SESS_U00568_5_0,2026-06-06 14:46:00,gift journal,2,ai_semantic,8,161.5,0.5812000036239624
SU00570_5_SESS_U00570_5_0_0,U00570,SESS_U00570_5_0,2026-06-06 08:18:00,gfit sneakers,2,legacy,7,97.8,0.5662
SU00577_5_SESS_U00577_5_0_0,U00577,SESS_U00577_5_0,2026-06-06 20:35:00,desk ornament engraevd,3,ai_semantic,8,100.9,0.6682999730110168
SU00577_5_SESS_U00577_5_0_1,U00577,SESS_U00577_5_0,2026-06-06 09:03:00,non-stick blender,2,ai_semantic,8,183.5,0.8461999893188477
SU00577_5_SESS_U00577_5_1_0,U00577,SESS_U00577_5_1,2026-06-06 13:47:00,gift cleats,2,ai_semantic,8,143.8,0.6107000112533569
SU00577_5_SESS_U00577_5_1_1,U00577,SESS_U00577_5_1,2026-06-06 21:16:00,somthing for winetr,3,ai_semantic,8,218.8,0.18979999423027039
SU00582_5_SESS_U00582_5_0_0,U00582,SESS_U00582_5_0,2026-06-06 09:39:00,cheap rain coat,3,ai_semantic,8,186.9,0.7279000282287598
SU00582_5_SESS_U00582_5_0_1,U00582,SESS_U00582_5_0,2026-06-06 17:41:00,cheap cleats,2,ai_semantic,8,186.0,0.7530999779701233
SU00586_5_SESS_U00586_5_0_0,U00586,SESS_U00586_5_0,2026-06-06 14:33:00,wniter boots,2,legacy,8,90.2,0.5596
SU00588_5_SESS_U00588_5_0_0,U00588,SESS_U00588_5_0,2026-06-06 14:28:00,somthing for the office,4,legacy,8,69.5,0.519
SU00590_5_SESS_U00590_5_0_0,U00590,SESS_U00590_5_0,2026-06-06 11:34:00,somthing for winetr,3,ai_semantic,8,184.4,0.18979999423027039
SU00591_5_SESS_U00591_5_0_0,U00591,SESS_U00591_5_0,2026-06-06 21:24:00,somthing for rain,3,ai_semantic,8,148.1,0.5149999856948853
SU00591_5_SESS_U00591_5_0_1,U00591,SESS_U00591_5_0,2026-06-06 18:57:00,waterproof hiking boots,3,ai_semantic,8,209.1,0.8671000003814697
SU00592_5_SESS_U00592_5_0_0,U00592,SESS_U00592_5_0,2026-06-06 20:49:00,electric knife set for travel,5,ai_semantic,8,181.0,0.7056999802589417
SU00592_5_SESS_U00592_5_0_1,U00592,SESS_U00592_5_0,2026-06-06 22:40:00,sweater,1,ai_semantic,8,189.9,0.7430999875068665
SU00596_5_SESS_U00596_5_0_0,U00596,SESS_U00596_5_0,2026-06-06 20:42:00,somthing for my mom,4,legacy,8,68.0,0.5457
SU00597_5_SESS_U00597_5_0_0,U00597,SESS_U00597_5_0,2026-06-06 12:58:00,gift camp stove,3,ai_semantic,8,191.1,0.758400022983551
SU00599_5_SESS_U00599_5_0_0,U00599,SESS_U00599_5_0,2026-06-06 15:15:00,best smartwatch for rain,4,legacy,8,66.9,0.5893
SU00602_5_SESS_U00602_5_0_0,U00602,SESS_U00602_5_0,2026-06-06 21:20:00,steel knife set stianless,4,ai_semantic,8,135.3,0.5752000212669373
SU00606_5_SESS_U00606_5_0_0,U00606,SESS_U00606_5_0,2026-06-06 19:59:00,air fryer craemic,3,legacy,6,143.9,0.5397
SU00606_5_SESS_U00606_5_0_1,U00606,SESS_U00606_5_0,2026-06-06 13:38:00,tent udner 50 dollars,4,legacy,7,88.2,0.4575
SU00610_5_SESS_U00610_5_0_0,U00610,SESS_U00610_5_0,2026-06-06 08:04:00,waterproof hiking boots for winter,5,ai_semantic,8,242.9,0.8137000203132629
SU00610_5_SESS_U00610_5_0_1,U00610,SESS_U00610_5_0,2026-06-06 11:24:00,ultralight backpack,2,ai_semantic,8,190.0,0.8557000160217285
SU00613_5_SESS_U00613_5_0_0,U00613,SESS_U00613_5_0,2026-06-06 11:46:00,tent waetherproof,2,ai_semantic,8,189.7,0.6162999868392944
SU00614_5_SESS_U00614_5_0_0,U00614,SESS_U00614_5_0,2026-06-06 07:57:00,somthing for my mom,4,ai_semantic,8,185.4,0.14970000088214874
SU00614_5_SESS_U00614_5_0_1,U00614,SESS_U00614_5_0,2026-06-06 16:10:00,gift winter boots,3,ai_semantic,8,177.6,0.6432999968528748
SU00615_5_SESS_U00615_5_0_0,U00615,SESS_U00615_5_0,2026-06-06 19:43:00,compact headhpones,2,ai_semantic,8,123.8,0.5210999846458435
SU00619_5_SESS_U00619_5_0_0,U00619,SESS_U00619_5_0,2026-06-06 16:54:00,best power bank for winter,5,ai_semantic,8,189.1,0.6535000205039978
SU00621_5_SESS_U00621_5_0_0,U00621,SESS_U00621_5_0,2026-06-06 19:27:00,best hammock for a gift,5,legacy,8,90.9,0.5945
SU00622_5_SESS_U00622_5_0_0,U00622,SESS_U00622_5_0,2026-06-06 20:30:00,webcam,1,legacy,6,110.6,0.5863
SU00623_5_SESS_U00623_5_0_0,U00623,SESS_U00623_5_0,2026-06-06 21:10:00,sweater under 50 dollars,4,legacy,7,87.7,0.5974
SU00623_5_SESS_U00623_5_0_1,U00623,SESS_U00623_5_0,2026-06-06 17:46:00,best gift box set for gym,6,legacy,8,68.4,0.5966
SU00627_5_SESS_U00627_5_0_0,U00627,SESS_U00627_5_0,2026-06-06 07:17:00,winter boots,2,legacy,8,71.0,0.5559
SU00627_5_SESS_U00627_5_0_1,U00627,SESS_U00627_5_0,2026-06-06 14:41:00,gift earbuds,2,legacy,8,113.1,0.5988
SU00632_5_SESS_U00632_5_0_0,U00632,SESS_U00632_5_0,2026-06-06 11:01:00,wintre boots,2,legacy,8,97.6,0.5754
SU00632_5_SESS_U00632_5_0_1,U00632,SESS_U00632_5_0,2026-06-06 14:45:00,gift charging cabel,3,legacy,8,90.4,0.5627
SU00633_5_SESS_U00633_5_0_0,U00633,SESS_U00633_5_0,2026-06-06 21:27:00,gift gift box set,4,legacy,8,70.7,0.5529
SU00633_5_SESS_U00633_5_1_0,U00633,SESS_U00633_5_1,2026-06-06 21:50:00,headphones under 50 dollars,4,legacy,6,90.5,0.5665
SU00634_5_SESS_U00634_5_0_0,U00634,SESS_U00634_5_0,2026-06-06 13:13:00,rustic deks ornament,3,legacy,8,112.2,0.5879
SU00634_5_SESS_U00634_5_0_1,U00634,SESS_U00634_5_0,2026-06-06 09:28:00,best tnet for the office,5,legacy,8,86.2,0.5601
SU00634_5_SESS_U00634_5_0_2,U00634,SESS_U00634_5_0,2026-06-06 14:33:00,gift desk ornament,3,legacy,8,121.3,0.5636
SU00635_5_SESS_U00635_5_0_0,U00635,SESS_U00635_5_0,2026-06-06 22:51:00,foldable hammock,2,legacy,8,85.7,0.5969
SU00635_5_SESS_U00635_5_0_1,U00635,SESS_U00635_5_0,2026-06-06 13:24:00,cheap winter boots,3,legacy,8,97.5,0.5688
SU00635_5_SESS_U00635_5_1_0,U00635,SESS_U00635_5_1,2026-06-06 08:00:00,candle under 50 dollars,4,legacy,6,114.7,0.5277
SU00637_5_SESS_U00637_5_0_0,U00637,SESS_U00637_5_0,2026-06-06 11:28:00,somthing for a gift,4,ai_semantic,8,136.1,0.38440001010894775
SU00637_5_SESS_U00637_5_0_1,U00637,SESS_U00637_5_0,2026-06-06 07:58:00,gitf power bank,3,ai_semantic,8,188.9,0.6148999929428101
SU00640_5_SESS_U00640_5_0_0,U00640,SESS_U00640_5_0,2026-06-06 08:49:00,gift sneakers,2,legacy,8,99.7,0.5974
SU00640_5_SESS_U00640_5_1_0,U00640,SESS_U00640_5_1,2026-06-06 14:32:00,felece-lined jacket,2,legacy,6,91.4,0.5708
SU00642_5_SESS_U00642_5_0_0,U00642,SESS_U00642_5_0,2026-06-06 11:05:00,gift winter boots,3,ai_semantic,8,203.5,0.6432999968528748
SU00647_5_SESS_U00647_5_0_0,U00647,SESS_U00647_5_0,2026-06-06 19:14:00,gift winter boots,3,ai_semantic,8,141.3,0.6432999968528748
SU00647_5_SESS_U00647_5_0_1,U00647,SESS_U00647_5_0,2026-06-06 13:08:00,headlamp heavy-duyt,2,ai_semantic,8,164.6,0.7257999777793884
SU00647_5_SESS_U00647_5_0_2,U00647,SESS_U00647_5_0,2026-06-06 18:47:00,somthing for hiking,3,ai_semantic,8,174.0,0.5105999708175659
SU00649_5_SESS_U00649_5_0_0,U00649,SESS_U00649_5_0,2026-06-06 16:59:00,perosnalized mug,2,ai_semantic,8,161.6,0.6269999742507935
SU00650_5_SESS_U00650_5_0_0,U00650,SESS_U00650_5_0,2026-06-06 11:56:00,best sneakers for travel,4,ai_semantic,8,165.6,0.6496000289916992
SU00653_5_SESS_U00653_5_0_0,U00653,SESS_U00653_5_0,2026-06-06 21:14:00,gitf winter boots,3,ai_semantic,8,223.8,0.6317999958992004
SU00654_5_SESS_U00654_5_0_0,U00654,SESS_U00654_5_0,2026-06-06 13:17:00,cehap desk ornament,3,ai_semantic,8,122.2,0.5972999930381775
SU00656_5_SESS_U00656_5_0_0,U00656,SESS_U00656_5_0,2026-06-06 11:55:00,sneakers under 50 dollars,4,legacy,7,85.7,0.4965
SU00661_5_SESS_U00661_5_0_0,U00661,SESS_U00661_5_0,2026-06-06 09:15:00,warm thermla leggings,3,ai_semantic,8,219.9,0.8134999871253967
SU00661_5_SESS_U00661_5_1_0,U00661,SESS_U00661_5_1,2026-06-06 16:06:00,winter botos,2,ai_semantic,8,121.7,0.3562000095844269
SU00661_5_SESS_U00661_5_1_1,U00661,SESS_U00661_5_1,2026-06-06 15:02:00,smothing for gym,3,ai_semantic,8,177.6,0.28049999475479126
SU00673_5_SESS_U00673_5_0_0,U00673,SESS_U00673_5_0,2026-06-06 09:32:00,tent under 50 dollars,4,legacy,7,78.6,0.5185
SU00673_5_SESS_U00673_5_0_1,U00673,SESS_U00673_5_0,2026-06-06 09:07:00,rain coat sotf,3,legacy,6,71.7,0.42
SU00675_5_SESS_U00675_5_0_0,U00675,SESS_U00675_5_0,2026-06-06 09:14:00,gift steel coffee maker,4,ai_semantic,8,143.7,0.5561000108718872
SU00675_5_SESS_U00675_5_0_1,U00675,SESS_U00675_5_0,2026-06-06 08:16:00,somthing for the office,4,ai_semantic,8,219.8,0.2831999957561493
SU00676_5_SESS_U00676_5_0_0,U00676,SESS_U00676_5_0,2026-06-06 20:10:00,somthing for a gift,4,ai_semantic,8,188.5,0.38440001010894775
SU00676_5_SESS_U00676_5_1_0,U00676,SESS_U00676_5_1,2026-06-06 08:06:00,personalized journal for rain,4,ai_semantic,8,180.6,0.6617000102996826
SU00677_5_SESS_U00677_5_0_0,U00677,SESS_U00677_5_0,2026-06-06 15:47:00,smartwatch udner 50 dollars,4,legacy,5,67.6,0.5819
SU00678_5_SESS_U00678_5_0_0,U00678,SESS_U00678_5_0,2026-06-06 17:00:00,best hoodie for hiking,4,legacy,8,98.7,0.5492
SU00683_5_SESS_U00683_5_0_0,U00683,SESS_U00683_5_0,2026-06-06 18:51:00,power bank potrable,3,ai_semantic,8,169.1,0.7193999886512756
SU00683_5_SESS_U00683_5_0_1,U00683,SESS_U00683_5_0,2026-06-06 10:30:00,somthing for rain,3,ai_semantic,8,173.9,0.5149999856948853
SU00683_5_SESS_U00683_5_0_2,U00683,SESS_U00683_5_0,2026-06-06 16:09:00,somthing for hikign,3,ai_semantic,8,169.9,0.2581000030040741
SU00688_5_SESS_U00688_5_0_0,U00688,SESS_U00688_5_0,2026-06-06 14:38:00,knife set dishwasher-saef,3,legacy,8,69.0,0.5902
SU00689_5_SESS_U00689_5_0_0,U00689,SESS_U00689_5_0,2026-06-06 09:04:00,hkiing boots,2,legacy,8,103.8,0.5989
SU00693_5_SESS_U00693_5_0_0,U00693,SESS_U00693_5_0,2026-06-06 07:01:00,electric air fryer,3,ai_semantic,8,230.2,0.8780999779701233
SU00693_5_SESS_U00693_5_0_1,U00693,SESS_U00693_5_0,2026-06-06 19:36:00,keyhcain engravde,2,ai_semantic,8,168.3,0.3098999857902527
SU00694_5_SESS_U00694_5_0_0,U00694,SESS_U00694_5_0,2026-06-06 07:05:00,journal eleagnt,2,legacy,6,112.7,0.5808
SU00706_5_SESS_U00706_5_0_0,U00706,SESS_U00706_5_0,2026-06-06 18:23:00,gift fleece pullover,3,ai_semantic,8,154.7,0.8116999864578247
SU00706_5_SESS_U00706_5_0_1,U00706,SESS_U00706_5_0,2026-06-06 22:15:00,cheap fleece pullover,3,ai_semantic,8,108.6,0.8676000237464905
SU00707_5_SESS_U00707_5_0_0,U00707,SESS_U00707_5_0,2026-06-06 14:43:00,journal engarved,2,ai_semantic,8,166.9,0.5494999885559082
SU00707_5_SESS_U00707_5_0_1,U00707,SESS_U00707_5_0,2026-06-06 08:18:00,portable power bank,3,ai_semantic,8,120.4,0.9035000205039978
SU00712_5_SESS_U00712_5_0_0,U00712,SESS_U00712_5_0,2026-06-06 16:36:00,somthing for my mom,4,legacy,8,87.6,0.5835
SU00719_5_SESS_U00719_5_0_0,U00719,SESS_U00719_5_0,2026-06-06 16:41:00,cheap hoodie,2,ai_semantic,8,189.5,0.6844000220298767
SU00722_5_SESS_U00722_5_0_0,U00722,SESS_U00722_5_0,2026-06-06 12:18:00,somthing for the office,4,legacy,8,91.3,0.5019
SU00723_5_SESS_U00723_5_0_0,U00723,SESS_U00723_5_0,2026-06-06 08:14:00,somthing for camping,3,ai_semantic,8,164.6,0.4957999885082245
SU00726_5_SESS_U00726_5_0_0,U00726,SESS_U00726_5_0,2026-06-06 20:13:00,somthing for a gift,4,ai_semantic,8,170.6,0.38440001010894775
SU00726_5_SESS_U00726_5_0_1,U00726,SESS_U00726_5_0,2026-06-06 20:51:00,non-stick cookware set for camping,5,ai_semantic,8,180.3,0.753000020980835
SU00726_5_SESS_U00726_5_0_2,U00726,SESS_U00726_5_0,2026-06-06 09:42:00,non-stick taoster,2,ai_semantic,8,199.4,0.46230000257492065
SU00730_5_SESS_U00730_5_0_0,U00730,SESS_U00730_5_0,2026-06-06 19:24:00,handmade mug for a gift,5,ai_semantic,8,176.9,0.7563999891281128
SU00733_5_SESS_U00733_5_0_0,U00733,SESS_U00733_5_0,2026-06-06 12:09:00,cheap gift box set,4,legacy,8,86.4,0.5881
SU00740_5_SESS_U00740_5_0_0,U00740,SESS_U00740_5_0,2026-06-06 09:55:00,somthing for hiking,3,legacy,8,49.7,0.5718
SU00740_5_SESS_U00740_5_0_1,U00740,SESS_U00740_5_0,2026-06-06 18:51:00,gift keychain,2,legacy,8,111.8,0.5979
SU00743_5_SESS_U00743_5_0_0,U00743,SESS_U00743_5_0,2026-06-06 09:59:00,bets mixing bowl for gym,5,legacy,8,79.8,0.5916
SU00746_5_SESS_U00746_5_0_0,U00746,SESS_U00746_5_0,2026-06-06 22:05:00,hiking boots,2,legacy,8,124.5,0.5986
SU00754_5_SESS_U00754_5_0_0,U00754,SESS_U00754_5_0,2026-06-06 12:22:00,cheap poewr bank,3,ai_semantic,8,211.4,0.4684000015258789
SU00758_5_SESS_U00758_5_0_0,U00758,SESS_U00758_5_0,2026-06-06 17:41:00,somhting for winter,3,legacy,8,52.5,0.5564
SU00758_5_SESS_U00758_5_0_1,U00758,SESS_U00758_5_0,2026-06-06 11:17:00,bset tent for hiking,4,legacy,8,102.9,0.5972
SU00759_5_SESS_U00759_5_0_0,U00759,SESS_U00759_5_0,2026-06-06 14:02:00,keychain handmdae,2,ai_semantic,8,209.5,0.7225000262260437
SU00759_5_SESS_U00759_5_0_1,U00759,SESS_U00759_5_0,2026-06-06 10:15:00,slip-on running shoes for rain,5,ai_semantic,8,185.8,0.7027000188827515
SU00759_5_SESS_U00759_5_0_2,U00759,SESS_U00759_5_0,2026-06-06 20:12:00,sleeping bag ultrlaight,3,ai_semantic,8,157.3,0.6225000023841858
SU00761_5_SESS_U00761_5_0_0,U00761,SESS_U00761_5_0,2026-06-06 19:49:00,cookware set dishwasher-asfe,3,legacy,8,149.6,0.5985
SU00761_5_SESS_U00761_5_0_1,U00761,SESS_U00761_5_0,2026-06-06 15:39:00,webcam under 50 dollars,4,legacy,6,110.0,0.5903
SU00761_5_SESS_U00761_5_1_0,U00761,SESS_U00761_5_1,2026-06-06 19:45:00,cheap backpack,2,legacy,6,71.0,0.5758
SU00761_5_SESS_U00761_5_1_1,U00761,SESS_U00761_5_1,2026-06-06 22:12:00,benaie under 50 dollars,4,legacy,0,88.0,
SU00762_5_SESS_U00762_5_0_0,U00762,SESS_U00762_5_0,2026-06-06 15:40:00,knife set,2,legacy,8,57.3,0.4654
SU00762_5_SESS_U00762_5_0_1,U00762,SESS_U00762_5_0,2026-06-06 19:03:00,dishwasher-safe knife set for camping,5,legacy,8,82.2,0.5854
SU00763_5_SESS_U00763_5_0_0,U00763,SESS_U00763_5_0,2026-06-06 19:36:00,cheap celats,2,ai_semantic,8,170.7,0.2395000010728836
SU00765_5_SESS_U00765_5_0_0,U00765,SESS_U00765_5_0,2026-06-06 16:43:00,gift cookware set,3,ai_semantic,8,190.5,0.644599974155426
SU00765_5_SESS_U00765_5_1_0,U00765,SESS_U00765_5_1,2026-06-06 20:34:00,headphones nosie-cancelling,2,ai_semantic,8,138.0,0.6359000205993652
SU00766_5_SESS_U00766_5_0_0,U00766,SESS_U00766_5_0,2026-06-06 22:42:00,cheap gift box set,4,legacy,8,56.9,0.5993
SU00766_5_SESS_U00766_5_0_1,U00766,SESS_U00766_5_0,2026-06-06 12:13:00,gift cleats,2,legacy,8,118.3,0.5749
SU00768_5_SESS_U00768_5_0_0,U00768,SESS_U00768_5_0,2026-06-06 12:15:00,elegant journal for hiking,4,legacy,8,77.6,0.5925
SU00772_5_SESS_U00772_5_0_0,U00772,SESS_U00772_5_0,2026-06-06 13:29:00,gift hammock,2,ai_semantic,8,127.6,0.7508000135421753
SU00774_5_SESS_U00774_5_0_0,U00774,SESS_U00774_5_0,2026-06-06 17:07:00,fleece pullover sotf,3,ai_semantic,8,221.9,0.8263000249862671
SU00781_5_SESS_U00781_5_0_0,U00781,SESS_U00781_5_0,2026-06-06 07:51:00,dishwasher-safe cookware set,3,legacy,8,132.0,0.5868
SU00781_5_SESS_U00781_5_0_1,U00781,SESS_U00781_5_0,2026-06-06 16:18:00,cheap photo frame,3,legacy,6,87.3,0.4534
SU00784_5_SESS_U00784_5_0_0,U00784,SESS_U00784_5_0,2026-06-06 22:25:00,gift cooler,2,legacy,8,107.9,0.5931
SU00784_5_SESS_U00784_5_0_1,U00784,SESS_U00784_5_0,2026-06-06 21:56:00,bets running shoes for camping,5,legacy,8,74.2,0.5134
SU00787_5_SESS_U00787_5_0_0,U00787,SESS_U00787_5_0,2026-06-06 09:25:00,best toaster for gym,4,legacy,8,67.2,0.5946
SU00787_5_SESS_U00787_5_0_1,U00787,SESS_U00787_5_0,2026-06-06 17:06:00,cushioned cleats for a gift,5,legacy,8,83.5,0.5988
SU00787_5_SESS_U00787_5_0_2,U00787,SESS_U00787_5_0,2026-06-06 16:05:00,fleece pullover sotf,3,legacy,7,64.6,0.5563
SU00787_5_SESS_U00787_5_1_0,U00787,SESS_U00787_5_1,2026-06-06 16:43:00,gift blender,2,legacy,8,80.7,0.5929
SU00787_5_SESS_U00787_5_1_1,U00787,SESS_U00787_5_1,2026-06-06 21:05:00,cheap knife set,3,legacy,8,85.4,0.5833
SU00793_5_SESS_U00793_5_0_0,U00793,SESS_U00793_5_0,2026-06-06 17:52:00,engraved photo frame,3,legacy,8,122.3,0.5527
SU00793_5_SESS_U00793_5_0_1,U00793,SESS_U00793_5_0,2026-06-06 21:57:00,cheap headlamp,2,legacy,6,78.6,0.5309
SU00793_5_SESS_U00793_5_1_0,U00793,SESS_U00793_5_1,2026-06-06 07:27:00,best earbuds for hiking,4,legacy,8,72.2,0.4954
SU00793_5_SESS_U00793_5_1_1,U00793,SESS_U00793_5_1,2026-06-06 10:16:00,hoodie,1,legacy,7,84.7,0.4837
SU00797_5_SESS_U00797_5_0_0,U00797,SESS_U00797_5_0,2026-06-06 22:12:00,best hoodie for the office,5,ai_semantic,8,231.5,0.6349999904632568
SU00797_5_SESS_U00797_5_0_1,U00797,SESS_U00797_5_0,2026-06-06 09:54:00,somthing for a gift,4,ai_semantic,8,185.0,0.38440001010894775
SU00799_5_SESS_U00799_5_0_0,U00799,SESS_U00799_5_0,2026-06-06 14:38:00,non-stick knife set for rain,5,legacy,8,96.1,0.5893
SU00004_6_SESS_U00004_6_0_0,U00004,SESS_U00004_6_0,2026-06-07 11:42:00,sandals under 50 dollars,4,legacy,4,75.1,0.5959
SU00004_6_SESS_U00004_6_0_1,U00004,SESS_U00004_6_0,2026-06-07 10:09:00,best hammock for travel,4,legacy,8,83.0,0.5217
SU00004_6_SESS_U00004_6_0_2,U00004,SESS_U00004_6_0,2026-06-07 22:55:00,best webcam for gym,4,legacy,8,83.6,0.5694
SU00004_6_SESS_U00004_6_1_0,U00004,SESS_U00004_6_1,2026-06-07 11:58:00,ceramic knife set,3,legacy,8,55.8,0.5734
SU00008_6_SESS_U00008_6_0_0,U00008,SESS_U00008_6_0,2026-06-07 19:05:00,somthing for winter,3,legacy,8,114.8,0.5951
SU00008_6_SESS_U00008_6_0_1,U00008,SESS_U00008_6_0,2026-06-07 20:51:00,dishwasher-safe knife set,3,legacy,8,115.0,0.5675
SU00008_6_SESS_U00008_6_0_2,U00008,SESS_U00008_6_0,2026-06-07 22:15:00,cehap mug,2,legacy,6,85.7,0.5277
SU00009_6_SESS_U00009_6_0_0,U00009,SESS_U00009_6_0,2026-06-07 19:06:00,moisture-wicking fleece pullover,3,legacy,8,118.3,0.5907
SU00011_6_SESS_U00011_6_0_0,U00011,SESS_U00011_6_0,2026-06-07 22:20:00,cheap cleats,2,legacy,7,86.2,0.5056
SU00011_6_SESS_U00011_6_0_1,U00011,SESS_U00011_6_0,2026-06-07 07:51:00,compatc cooler,2,legacy,6,79.3,0.5763
SU00017_6_SESS_U00017_6_0_0,U00017,SESS_U00017_6_0,2026-06-07 22:13:00,stainless steel air fryer for gym,6,ai_semantic,8,154.9,0.7616000175476074
SU00021_6_SESS_U00021_6_0_0,U00021,SESS_U00021_6_0,2026-06-07 10:11:00,moisture-wicking rain coat,3,legacy,8,109.6,0.5794
SU00026_6_SESS_U00026_6_0_0,U00026,SESS_U00026_6_0,2026-06-07 18:29:00,somthing for my mom,4,legacy,8,98.5,0.58
SU00026_6_SESS_U00026_6_0_1,U00026,SESS_U00026_6_0,2026-06-07 07:50:00,somthing for wintre,3,legacy,8,91.7,0.5377
SU00034_6_SESS_U00034_6_0_0,U00034,SESS_U00034_6_0,2026-06-07 10:36:00,portable tent,2,legacy,8,85.6,0.5995
SU00034_6_SESS_U00034_6_1_0,U00034,SESS_U00034_6_1,2026-06-07 09:46:00,elegant desk ornament for gym,5,legacy,8,97.3,0.582
SU00034_6_SESS_U00034_6_1_1,U00034,SESS_U00034_6_1,2026-06-07 16:22:00,engraved journal for a gift,5,legacy,8,111.9,0.5302
SU00034_6_SESS_U00034_6_1_2,U00034,SESS_U00034_6_1,2026-06-07 07:57:00,engraved mug for camping,4,legacy,8,80.0,0.582
SU00037_6_SESS_U00037_6_0_0,U00037,SESS_U00037_6_0,2026-06-07 10:30:00,cheap cleats,2,legacy,7,78.5,0.5586
SU00038_6_SESS_U00038_6_0_0,U00038,SESS_U00038_6_0,2026-06-07 20:49:00,best mixing bowl for hiking,5,legacy,8,89.9,0.5963
SU00038_6_SESS_U00038_6_0_1,U00038,SESS_U00038_6_0,2026-06-07 14:55:00,best journal for my mom,5,legacy,8,83.5,0.5859
